,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
546,9623,15687111,Muldrow,806,France,Male,59,6,106541.57287941994,2,1,1,106789.22837197066,1
547,5201,15704796,French,484,Spain,Female,26,8,132817.93880713126,1,1,1,100778.73431420412,1
548,6029,15750713,Thomson,523,France,Female,45,3,172407.19156057455,2,1,0,35572.92271415221,1
549,7938,15685640,Barlow,774,Spain,Male,32,4,103608.81967243164,1,1,0,188321.20219012455,0
550,2474,15797282,Bishop,635,Spain,Female,40,6,109808.59533567859,1,1,0,184546.1678124942,0
551,4219,15741456,Wang,747,France,Female,36,5,141420.72552267002,2,1,0,144883.23277415163,0
552,7324,15792344,Dumolo,640,France,Female,25,6,137978.01676801106,2,1,1,114165.05409859185,0
553,4438,15723774,Scott,470,France,Female,28,3,-951.6717047825546,1,0,0,119720.58680623221,0
554,6208,15630783,Fu,636,Germany,Male,52,3,546.516337413852,2,1,0,157843.7012386677,1
555,10034,15726109,McDonald,515,France,Male,35,3,97683.18514559048,2,1,1,122963.71959955292,1
556,1340,15626531,Ibrahimova,506,France,Female,23,3,107319.95460794614,2,0,0,137565.61457363292,0
557,519,15655994,Hunt,696,Germany,Male,27,3,131744.68547846965,3,1,0,124150.26097357059,1
558,3828,15659723,Allan,664,France,Male,47,3,123554.82712180898,2,1,0,18671.979758739446,1
559,5056,15808730,Tsao,787,Germany,Male,40,2,1555.3404012990597,3,0,1,174671.115176446,1
560,2137,15725395,Ma,757,France,Male,47,9,165496.43766823283,2,0,1,79565.70069156136,0
561,3940,15712715,Logan,733,Germany,Male,36,9,-280.49525299401023,2,1,0,11204.874157113081,0
562,5080,15796139,Chinwendu,533,Spain,Male,29,3,85067.9001977201,2,1,1,98682.49871674369,1
563,3436,15677477,Kulikova,620,France,Male,28,1,109696.2347285356,3,1,1,10862.070926195876,1
564,7575,15812046,Zinachukwudi,737,Germany,Female,32,3,116620.83861584311,2,1,0,193521.17468296946,0
565,2470,15651446,Chien,580,Germany,Female,41,10,-711.246748505053,1,0,1,158608.26626933416,0
566,4713,15724422,Todd,725,Germany,Male,52,3,97520.928759723,1,1,0,104697.7759650952,0
567,4828,15698194,Williamson,743,France,Female,29,6,104253.73978777118,1,1,1,17872.708370112035,0
568,6617,15706376,Williams,775,Spain,Female,28,4,109951.0811613072,1,1,1,72950.2510657867,0
569,1084,15681053,Lo,709,Germany,Female,38,1,84519.38361392968,2,0,1,169889.5424533184,0
570,1536,15731508,Beatham,618,France,Female,45,7,90195.52415779862,2,0,0,187255.06006001026,0
571,983,15741053,Wu,689,Germany,Female,33,6,123132.18840852215,2,0,0,115232.56446630282,1
572,8524,15753277,Bennetts,612,Spain,Male,35,6,112350.02603257888,1,1,1,159797.9222471685,0
573,3686,15791394,Plant,763,Germany,Male,49,8,635.3709683129924,3,1,1,169378.07688618233,1
574,3260,15635771,Edwards,515,Germany,Male,37,10,127289.91433170633,1,1,0,51746.08639644886,0
575,6115,15735542,Ifeatu,549,Germany,Male,26,6,729.7120272881034,2,0,0,176291.70633513803,1
576,3233,15723869,Robertson,546,France,Male,27,9,83483.09592819352,2,1,0,86340.0561352239,0
577,7317,15712789,Iheatu,631,France,Female,24,1,120053.34127645774,2,0,1,42640.38547390734,1
578,8250,15776502,Lo,704,Spain,Female,53,7,150028.97153378438,1,1,1,87633.7957835166,1
579,7528,15640133,K'ung,761,Germany,Male,25,6,1983.9213468383766,2,0,0,52205.57154277927,0
580,2720,15732507,Scott,530,Germany,Female,41,1,111519.80659770951,2,1,1,183417.70758491594,1
581,3110,15703861,Stanley,766,Germany,Male,24,9,148023.9967666557,2,1,1,108583.4711152442,1
582,2460,15668468,Adams,690,Spain,Female,27,4,113135.50960380776,1,0,1,105237.7834160479,0
583,8226,15711475,Daniels,739,France,Male,42,10,84209.12731943408,2,1,0,147342.6857377596,1
584,9791,15696763,Obidimkpa,495,France,Male,30,9,155793.50200777687,2,0,0,93767.59493431324,1
585,7419,15688896,L?,717,Spain,Male,37,1,168472.1675265897,2,1,0,184774.48543169876,1
586,9701,15637430,Belonwu,589,Germany,Male,40,3,-1918.365544185846,1,1,0,186282.49617530522,0
587,6859,15736984,Korovina,775,Spain,Female,41,3,90384.14007621014,1,1,0,143119.18446456658,0
588,1204,15801568,Alderete,530,Germany,Male,67,3,150898.6811174252,2,1,0,156270.0342559452,0
589,8614,15683236,Ting,653,Germany,Female,52,5,-1285.8699982119815,2,1,1,86218.63624447645,1
590,6090,15753317,Chienezie,681,France,Male,27,7,156698.2057749666,2,1,1,78415.35852622693,1
591,838,15635463,Buckley,615,France,Male,32,6,99853.31788108268,1,1,1,157258.56103728537,1
592,4497,15659845,Hao,604,Germany,Female,31,1,60887.767132673645,1,1,1,182305.9996928453,0
593,661,15715728,Lynton,496,France,Male,43,10,609.8327835585834,3,1,1,127950.4829246825,0
594,4550,15712890,Beit,847,Germany,Male,31,10,-280.8967980104783,2,1,1,135622.93058380697,0
595,2332,15632065,Vasilyev,492,France,Male,46,1,136178.93208121666,1,1,1,51227.703354540936,0
596,8890,15634093,Golubeva,629,France,Female,35,1,72668.46066240387,2,0,1,147037.3312799284,1
597,8828,15667909,Franklin,779,Germany,Male,33,4,105558.23913256096,1,1,0,185628.80727004094,0
598,8971,15613919,H?,503,France,Female,51,8,71047.78391822809,3,0,1,177874.8841539104,1
599,5268,15632800,Udinesi,585,France,Female,37,8,102836.1800186948,1,1,1,199278.2008274914,0
600,2662,15621385,Hsieh,665,Spain,Female,59,8,108060.86510480818,2,1,1,85868.0860253352,0
601,8937,15678805,Deleon,524,Germany,Female,41,8,100130.75987645666,2,0,1,62754.44453742018,0
602,7430,15652474,Olisaemeka,756,Germany,Female,46,4,133813.35317113998,2,1,1,88083.99637638086,0
603,9385,15808398,Boylan,738,Germany,Male,29,5,103483.7461668289,2,0,1,123989.24354008834,1
604,3965,15720395,Davydova,696,France,Female,24,2,135890.24277158047,3,1,1,185477.51706231825,0
605,8685,15749538,Rogova,750,Spain,Male,49,7,93382.60862577753,3,1,1,173355.0674231251,1
606,985,15634411,Layh,755,Spain,Male,35,1,113871.58945976135,2,1,1,46431.49766142937,0
607,1702,15637718,Crawford,643,France,Female,20,4,-120.50812862846165,2,1,0,152672.35057449256,0
608,2819,15633152,Browne,625,Germany,Male,59,9,98185.33087015088,2,1,0,48336.95968534889,0
609,6733,15633973,Page,626,Germany,Male,38,3,122201.11095176649,1,0,0,105770.18879227813,0
610,2667,15735398,Kelly,762,Spain,Female,46,4,158585.06320654007,2,1,1,24356.634632465197,0
611,1172,15701980,May,588,Germany,Female,28,2,104058.94415627414,2,1,1,135065.26688909705,0
612,4557,15613209,Cowen,712,Germany,Male,49,7,118351.65803421794,1,0,0,125408.73526135052,1
613,3867,15698824,Bryant,800,Germany,Male,44,2,128558.53981895202,1,1,1,186183.04769673973,1
614,3575,15796847,Salter,667,France,Female,45,2,102002.04258040726,2,1,1,105079.528200122,0
615,2433,15704811,Eluemuno,639,France,Female,24,1,132664.69776278583,2,0,1,14558.82439545777,0
616,7448,15619695,Seleznyova,684,France,Female,38,7,93127.18054189693,2,0,1,122941.3554650047,1
617,3280,15767024,Ojiofor,699,Germany,Female,45,1,135962.16315409628,2,0,1,187966.48618355766,1
618,1312,15629505,Wall,546,Germany,Male,38,3,-1835.9731652376954,2,1,1,57414.74208698734,0
619,2845,15634436,McMillan,594,France,Female,28,8,118397.05201565957,2,0,1,149708.4027905365,0
620,8570,15623013,Alekseeva,664,Spain,Male,34,8,127328.91832044882,1,1,0,182224.89259564262,1
621,1164,15619199,Diehl,703,France,Male,35,7,170621.3187925231,2,0,1,183175.95028680225,0
622,766,15583584,Anenechi,705,Spain,Female,26,8,120804.0067045909,2,1,1,66967.90881238125,1
623,7009,15687333,Barber,590,Spain,Male,30,8,110256.2189679213,2,0,1,114066.75708819441,1
624,6936,15687000,Garran,777,Germany,Male,40,3,80571.87301895765,3,1,0,160841.210367258,0
625,6700,15605254,Skelton,741,Spain,Female,30,8,143504.20567634044,1,1,1,81871.53592670716,0
626,9722,15677817,Boan,613,Germany,Male,39,7,138402.35892304638,1,1,1,88513.32638316267,1
627,9355,15615483,Shaw,680,Germany,Female,49,7,98666.71696680805,2,1,0,180609.5130082187,0
628,9393,15639026,Roberts,686,France,Male,42,5,-365.4259875580839,3,1,0,197930.8638165931,0
629,3268,15750410,Martel,798,Germany,Male,49,9,97502.70500621348,1,0,1,82576.34660692442,1
630,1149,15574165,Arbour,585,Spain,Male,42,7,130992.17745166371,2,1,1,162236.12582138047,1
631,2510,15661644,Palerma,651,Spain,Male,38,3,111338.06022804987,1,1,1,175103.89333590234,0
632,8526,15591017,Upjohn,680,Spain,Male,34,3,86200.99977382633,2,1,0,116252.91273066767,1
633,7124,15614920,Algarin,599,France,Female,19,7,120723.17279191577,2,1,0,176454.73130256712,0
634,2706,15801399,Griffin,776,France,Female,39,6,93058.73585185573,2,0,0,63990.204989268765,0
635,8493,15705068,Mbadiwe,699,Spain,Male,45,9,108336.79348804934,1,1,0,18591.643523502753,1
636,3631,15770553,Paterson,752,France,Female,28,8,90023.92929594831,2,0,1,189666.49431499845,1
637,9826,15616485,Ponomaryov,555,Germany,Male,52,1,151477.223620738,1,1,0,95660.23613937432,0
638,4023,15713061,Kepley,589,Germany,Male,24,9,145209.70936611755,2,1,1,91834.37454143079,0
639,1236,15720538,Moss,611,France,Female,34,4,135385.4615370147,1,1,1,81648.0412060978,1
640,5952,15593571,Millar,517,Germany,Male,38,5,171.28368850446566,2,0,1,190285.91186765785,1
641,9373,15589699,Schofield,696,Germany,Male,32,8,-428.01717176501586,2,1,0,180961.91489766797,1
642,2155,15724975,Mazzi,755,Spain,Female,34,8,145944.41473938155,4,0,1,169861.89308513227,0
643,6274,15668411,Forwood,679,Spain,Male,43,3,1772.1312575992429,1,1,0,104429.32966690896,0
644,1498,15711726,Fermin,656,France,Female,29,3,-1840.1518562231092,1,1,0,186469.88680647747,1
645,6407,15738283,Barlow,650,France,Female,37,5,97975.59185427723,2,1,1,130613.6595314089,1
646,8281,15585387,Lopez,629,Spain,Male,41,7,129973.41507807824,1,1,1,146878.78238673497,1
647,705,15675993,Ikemefuna,621,Germany,Female,43,3,115963.99358270521,1,1,0,331.0806569289871,0
648,3905,15738784,Dolgorukova,784,Germany,Male,38,10,146165.36332815085,2,0,0,70171.49929311726,0
649,9656,15662266,Chibuzo,756,Spain,Male,49,3,110665.24813923257,2,1,1,57904.255296119634,0
650,9894,15608350,Watt,686,Spain,Female,62,5,117393.28279324141,3,1,0,193957.91665479905,0
651,4872,15657185,De Neeve,640,Germany,Male,41,5,813.1526510988886,2,1,0,14949.04823626946,1
652,5643,15765090,Yao,795,France,Female,32,8,-224.3884629657004,1,1,1,160772.40060037843,0
653,10247,15611977,Alley,840,Germany,Male,41,5,-448.88434961752483,1,1,1,86602.48718898515,0
654,3528,15691662,Trevisan,683,Germany,Male,40,9,120778.13416190834,2,0,0,10747.58624190046,0
655,1198,15618950,Darwin,519,Spain,Male,41,5,119105.09007284115,3,1,0,183363.8889028309,0
656,678,15592535,Noble,532,Germany,Female,54,10,1908.6536272123988,3,1,0,153748.07618623614,0
657,2816,15723549,Nkemakolam,583,Germany,Female,44,1,-1133.8372061079756,1,1,0,56154.296901357695,0
658,2135,15593663,Palerma,656,Germany,Male,48,1,85479.64377434869,1,0,1,105889.13534593009,1
659,929,15634453,Bennetts,546,Germany,Female,58,5,126239.47630702032,1,0,1,91466.31493325924,0
660,9932,15590755,Pritchard,593,Germany,Female,29,3,134229.4758242019,2,1,1,126520.99761778286,1
661,2283,15661757,Perrodin,759,Germany,Male,39,2,-1106.2345338755276,1,0,1,167064.7334060518,0
662,2567,15707414,Foran,658,Spain,Male,65,7,113410.47585764923,1,1,1,23322.22616930145,1
663,8618,15664651,Dawson,787,Germany,Female,34,4,111037.82460131726,2,0,0,101609.24671377853,0
664,7843,15620037,Cherkasova,842,Spain,Male,48,3,-214.89091530437614,1,0,1,118829.77268318788,1
665,7964,15647841,Obiajulu,712,Spain,Female,43,7,80107.16758299094,2,0,1,186883.95528336288,0
666,410,15705572,Peck,757,Spain,Female,45,8,103115.59945725345,2,0,1,135949.5452777289,0
667,6961,15610491,Lloyd,697,Spain,Male,34,9,137306.75027751699,2,1,1,132310.01885195271,0
668,8468,15798482,Ugonna,690,France,Female,29,4,809.3015672162353,1,0,1,169899.31789079943,1
669,9479,15795318,Foster,696,Spain,Female,31,6,123168.68519109042,2,1,1,101367.97415163342,0
670,5602,15816069,Weber,771,Spain,Female,29,4,164136.56106454364,2,1,1,145386.50347540827,1
671,3415,15672838,Ferri,633,France,Female,29,1,101532.37528932416,2,1,0,139670.1828581537,1
672,5909,15744533,Martel,598,France,Female,36,8,155165.5375028448,2,1,1,179742.2288118431,0
673,9754,15591123,Chidi,583,Spain,Female,35,5,121654.63708514792,2,1,1,21082.991759618144,0
674,7427,15596219,Chimaraoke,436,Germany,Male,42,5,736.4606357387728,2,1,1,174129.60018539577,1
675,9807,15697774,Nicolay,712,France,Female,57,9,-73.17928832997168,3,1,1,98812.57276497598,0
676,7428,15650711,Tung,586,Germany,Male,41,8,617.5131760945055,1,0,1,115016.89872548924,1
677,1354,15773999,Gibney,601,Germany,Male,52,6,78210.49442652137,3,1,0,158568.94191442544,0
678,3325,15660465,Storey,552,France,Female,45,4,1226.782136945688,2,1,0,152419.82267063385,0
679,10260,15584234,Bermudez,597,Germany,Male,43,2,112522.34998323015,2,0,0,99801.89885289653,0
680,1989,15736054,Smeaton,634,France,Female,32,2,138402.80687322418,3,0,1,156544.81809892715,1
681,5898,15786934,Bruno,620,France,Female,46,7,83783.61364278391,2,1,1,143251.58766781387,0
682,10112,15579195,Howells,749,Spain,Male,38,7,133080.78588055316,2,1,0,170056.8414590907,0
683,9247,15662041,Lees,858,Germany,Female,29,8,139947.22365470298,2,1,1,116426.78402148432,1
684,7526,15740105,Eiland,646,Germany,Male,33,3,102711.93570697648,1,1,1,100524.36268194203,0
685,6580,15594503,Hsia,696,France,Female,37,1,-2513.883716812836,2,0,0,116403.34231023327,0
686,4445,15784815,Collins,531,France,Female,38,8,105802.36723635088,2,1,1,43272.92481196621,0
687,8157,15757901,Hyde,730,Germany,Female,33,10,-875.5438391293435,2,1,1,59206.93367584608,0
688,4789,15706173,Unwin,646,France,Female,38,3,72112.25673586119,2,1,1,158963.89901698453,0
689,6723,15638407,Thurgood,605,Germany,Male,29,3,125259.15025012172,2,1,1,41152.42084609539,0
690,1483,15689066,Kinlaw,589,Spain,Male,46,1,130848.1266810201,2,0,1,86123.12695272494,1
691,1275,15586679,Talbot,565,Germany,Female,41,7,96343.38142086317,1,0,1,97088.85806959342,0
692,3889,15676665,Campbell,695,France,Female,34,5,127972.91599704529,1,1,0,191169.66725031313,0
693,6102,15671538,Findlay,695,Germany,Female,54,5,125835.83818157132,2,1,1,84131.86234458214,0
694,2875,15577030,Blackburn,557,Germany,Female,36,3,121980.24465415678,2,1,1,191145.0177252916,0
695,868,15803090,Kao,650,Spain,Female,42,8,132731.7980303888,2,1,1,152243.05404912235,0
696,3129,15693530,Ch'in,731,Spain,Male,44,6,111260.35670709962,1,0,0,194905.14546840158,0
697,7771,15721295,Parkin,623,France,Female,31,5,73399.31718296916,2,1,1,137284.26121158985,0
698,8408,15611136,Mellor,737,Germany,Male,68,7,131880.17726697694,1,0,0,97367.93851586388,0
699,9149,15618210,Dickson,627,Spain,Male,39,9,104239.44989080896,2,1,1,114859.38445335861,0
700,1363,15732135,Pan,603,Spain,Male,42,1,128593.34407493692,2,1,1,132220.03568027116,0
701,4080,15679603,Lazarev,592,Germany,Male,46,4,103437.44534601293,1,1,1,14617.856642905026,0
702,3593,15720506,Reid,636,Germany,Male,34,3,152922.07425104151,2,1,1,192884.80771913787,1
703,9153,15607630,Ts'ao,584,France,Female,27,8,135319.10998906562,2,0,1,128603.60567229651,0
704,5276,15757160,Rozhkova,697,France,Female,37,6,105596.86729658501,2,1,1,151556.61797294414,0
705,6925,15673907,Davies,580,France,Male,36,9,-512.3197521277245,2,1,0,96778.0801130122,0
706,3594,15583182,Hsu,508,Spain,Female,39,7,210.99335157480846,1,1,1,188367.56469222956,0
707,1495,15609308,Chukwufumnanya,745,Spain,Male,51,4,701.3327378296788,1,0,1,131549.59352190237,1
708,6425,15796090,Chiemezie,771,Spain,Male,62,3,141792.3386459239,2,1,0,185389.84060590205,0
709,2953,15748290,Onyekachukwu,618,Germany,Female,42,4,93676.88019163541,2,1,0,195515.0548735915,0
710,10256,15608099,Dennys,613,Spain,Female,33,8,94306.23701080607,2,1,1,195257.4239443096,1
711,2700,15784744,Cheng,588,Spain,Male,30,5,157417.90546831037,1,1,1,14134.874263314938,0
712,2583,15622660,Hibbins,639,Germany,Female,60,4,110262.18938206183,3,1,0,49045.44299253334,1
713,8850,15623768,Duigan,679,Germany,Male,32,1,169766.87440461537,3,1,1,139564.6098696142,1
714,9115,15642657,Wright,618,France,Female,22,3,2013.2285546671746,2,1,0,13473.15540905124,1
715,4894,15641986,Fries,688,Germany,Male,25,5,122892.50484174963,2,1,1,171632.5314636913,0
716,3266,15680289,Nebechukwu,698,Spain,Male,42,8,147596.23269539652,1,1,1,88286.08574989018,0
717,444,15810909,Buccho,784,France,Male,21,5,103755.2680315064,2,1,0,9710.012593329164,0
718,5611,15717790,Chijioke,659,Spain,Male,30,8,135599.61938738386,1,1,1,71916.5435162281,0
719,8505,15761359,Achebe,703,Germany,Male,44,10,938.3763190489333,1,1,1,40098.165086757406,0
720,4129,15655049,Ferguson,628,Germany,Male,33,1,76867.70482217814,2,1,1,103444.17158968425,1
721,4645,15663712,Chukwukere,740,Germany,Male,37,10,133386.0093412107,2,0,0,122669.85616564594,0
722,5210,15657730,Erskine,807,Germany,Female,21,6,61620.831613953414,1,0,0,87638.24130792337,1
723,6635,15702003,Sokolov,614,Germany,Male,28,10,169705.23922797298,2,0,0,123064.32835895455,0
724,6464,15583363,Hammonds,759,France,Female,47,7,123388.193636111,2,1,0,30572.49188329558,0
725,4577,15664097,Todd,611,France,Male,38,2,116949.17770494288,2,1,0,144488.00086181297,1
726,1792,15616022,Chimaijem,527,France,Female,37,3,105676.57034404782,1,1,1,133841.80191198725,0
727,4751,15633349,Donaldson,789,Germany,Male,40,1,117830.54586015835,2,1,1,16299.608501214256,0
728,5489,15768829,Graham,570,France,Female,40,1,74699.90286615229,2,0,1,68222.14173957372,0
729,3286,15686110,Capon,796,Germany,Female,50,3,97031.23783965094,2,1,0,113591.78919660638,0
730,9086,15641387,Y?,537,Germany,Male,43,10,121125.3155771524,2,1,0,75030.33927229173,0
731,9517,15747293,Cheng,609,Spain,Female,26,2,131020.51467587976,2,1,0,143565.23266517074,1
732,8817,15787146,T'ang,631,Spain,Male,41,2,139601.11041109991,2,0,0,35321.028978920906,1
733,4247,15616970,Austin,699,Germany,Male,38,5,122668.96267201078,2,0,1,140091.3447552939,0
734,2607,15621763,Anayochukwu,774,Spain,Male,30,4,2479.0004176006323,2,1,1,91467.64712316095,0
735,7760,15761545,Barnes,648,Germany,Female,30,5,98521.30988824752,2,1,0,117069.20201129657,0
736,6032,15613167,King,650,Germany,Male,38,2,148668.61342770874,3,0,0,169171.59506266826,0
737,3059,15620157,Nash,756,France,Female,50,8,159019.3426826387,1,0,1,99337.28869573463,0
738,9758,15780351,Wentworth-Shields,667,Spain,Female,41,7,-430.97640097180425,2,1,1,44534.07832954734,1
739,3335,15710444,Fang,502,Germany,Female,25,6,1609.6187571224773,2,0,0,107126.07105800975,1
740,9563,15739963,Poole,646,France,Female,25,8,109542.25166527356,2,1,1,128153.09219272976,0
741,5258,15702135,Avdeev,595,Germany,Male,35,1,121435.9972412152,3,1,1,56467.47173614269,0
742,7367,15644129,Ponomarev,566,Spain,Female,29,2,-1775.0872750901594,2,0,0,55024.309247080135,0
743,4241,15799439,Singh,574,Spain,Male,38,7,165520.97515732655,1,1,0,186105.90658631033,1
744,3345,15739372,Gardener,463,France,Male,41,5,156065.00749412042,1,1,0,79867.95975323251,1
745,9375,15732814,Buckner,595,France,Female,33,9,90771.34396700229,1,0,1,14483.194630289623,0
746,9390,15653528,Watson,604,Spain,Male,32,5,161475.64953915213,2,1,0,2882.5786360052643,1
747,7337,15584557,McKay,628,France,Female,30,9,104581.01074688646,2,0,0,182990.03787378393,1
748,4117,15733389,Bryant,616,Spain,Male,36,2,110819.16134561457,2,0,1,200254.2725987585,0
749,4162,15688716,Farber,800,France,Male,35,4,3060.763887355451,2,0,0,156750.50919618784,0
750,9812,15780883,Ayers,688,Germany,Male,32,10,126651.15929523752,2,0,0,92380.93642959623,0
751,3274,15791375,Costa,506,France,Female,38,10,116190.16912714491,2,1,1,185699.8099556604,0
752,10085,15618215,Ma,633,France,Female,27,3,104158.07823295347,2,0,1,74880.3836201577,0
753,9377,15794101,Adams,720,Germany,Female,30,10,134897.79770013946,2,0,0,75638.00722529608,1
754,7601,15578070,Tseng,775,Germany,Male,58,5,119027.85352896563,2,0,0,134442.00899905048,1
755,2084,15638742,Ponomarev,696,Spain,Male,41,2,105728.84675165995,2,1,0,159638.74346519457,0
756,6101,15726904,L?,723,France,Female,39,3,154393.15680618503,2,1,1,63371.621959938246,0
757,3241,15698315,Chu,646,Germany,Female,38,4,113467.52871853231,2,1,0,42216.10605803827,0
758,4326,15597232,Galkin,516,France,Female,33,0,156397.14884272707,2,1,0,193166.44933489553,0
759,8023,15680998,Hung,571,France,Female,53,8,118516.0421953341,2,1,1,161710.60068667098,0
760,8663,15813867,Abramova,626,France,Female,21,3,137938.4807883035,2,1,0,17069.97191954971,0
761,9070,15811532,Rahman,680,France,Female,38,4,120285.24667527317,2,1,0,22425.453767984865,0
762,7953,15675743,Tai,698,Germany,Female,36,1,-374.426888723595,2,0,1,3669.322136382616,1
763,9250,15609950,Arnott,789,Germany,Male,32,9,100322.64694739804,1,1,0,193612.2724569213,0
764,8930,15625402,Cremonesi,621,Germany,Female,32,7,84542.7214192072,3,1,1,82455.0809201778,0
765,7903,15701991,Mistry,833,Germany,Male,39,5,-651.2377884379612,1,0,0,22148.167717311087,0
766,10017,15810323,Robertson,554,Germany,Female,33,3,1362.5736417811245,3,0,1,87549.57175842005,0
767,6578,15586259,Sinclair,580,Spain,Male,41,7,78268.97057670608,2,1,1,174445.40465943047,0
768,2250,15651798,Tate,647,Germany,Male,32,5,139703.17525079494,1,1,0,138962.50395015368,1
769,1414,15632506,Gray,788,Germany,Male,35,3,147308.25257097755,2,0,0,180304.60802654832,0
770,3820,15611167,Biryukova,563,Germany,Female,26,6,141225.27173556364,3,1,0,29107.282391934383,0
771,3793,15604119,Calabresi,635,Germany,Female,32,3,106530.51489727409,1,0,1,178419.0664158021,0
772,3591,15628566,Holt,521,Spain,Female,41,7,113532.30125317462,1,1,1,106627.6166468753,0
773,4217,15641133,Chinagorom,748,Germany,Male,35,7,114417.58429948302,1,1,1,883.5722933924117,1
774,9548,15788756,Watt,649,Germany,Male,22,8,135157.22840022217,2,1,1,6315.028189209415,0
775,9819,15625183,Murray,675,Spain,Female,43,7,108390.20830767544,2,1,1,150051.00707941435,0
776,832,15684327,Pisani,645,Spain,Male,43,8,137447.81156826043,2,1,1,108568.69250527609,1
777,7464,15646014,Nicholls,698,Germany,Male,47,9,128694.66300841587,2,1,1,180175.9604076951,0
778,2031,15698845,Egobudike,669,Germany,Female,25,3,676.273657054826,2,0,1,118014.64247940287,1
779,976,15775509,Genovesi,656,Germany,Male,26,9,120433.72697713194,2,1,0,156867.4929958939,0
780,2609,15684242,Archer,716,Germany,Male,40,8,184741.3352129254,1,0,1,54522.3289154737,0
781,4033,15799480,Ham,580,Spain,Male,38,5,91092.51398250618,2,1,0,182589.06362838414,1
782,644,15588858,Onochie,635,Germany,Male,22,4,132505.26711744152,2,1,1,119772.96963753416,0
783,4312,15725587,James,776,Spain,Male,40,10,135588.20327405893,1,1,1,127494.30649791045,1
784,7579,15585972,Paling,535,Germany,Female,36,3,110467.21568004148,2,0,1,130665.39340010702,1
785,7419,15611760,Walker,625,Germany,Male,54,3,131086.3090600697,2,1,1,109902.96629361094,1
786,4111,15703976,Wright,632,Spain,Female,45,5,143521.50191506068,1,0,0,199335.03937773054,1
787,7464,15697869,Ch'ien,571,Germany,Female,45,5,95812.16646316665,2,1,1,186314.65544330282,1
788,9003,15689465,Davis,529,Germany,Male,26,6,83868.83257855,2,1,0,96135.21028314743,0
789,1706,15726860,Butusov,769,France,Male,33,9,88368.93818343867,3,1,1,185665.46598037178,1
790,699,15632091,Garner,775,France,Female,28,9,38.073630995910975,2,1,0,180515.90267021273,0
791,7996,15617901,James,524,Germany,Female,23,8,-1127.41747702066,1,0,0,42180.93075603887,0
792,4098,15678162,Lung,656,Spain,Female,37,8,117271.18154065391,3,1,0,97927.53766363641,1
793,4748,15726926,Rivas,830,Germany,Male,37,7,114205.852015722,2,0,1,155444.87441268252,1
794,9754,15700401,Fuller,585,Spain,Female,44,1,1395.2381495830973,2,1,1,108587.50412555318,1
795,9427,15677167,Egobudike,657,France,Male,27,3,150141.3437148922,2,1,0,154058.821734869,0
796,9215,15732908,Hsu,677,France,Male,39,4,111038.80951153286,2,0,1,108959.52540581391,1
797,4112,15691922,Preston,664,France,Female,48,8,-956.0915380834882,2,0,0,181369.99274124522,0
798,8557,15611843,Perez,602,Spain,Male,50,3,97383.4659126854,1,1,1,154965.27152579284,1
799,3396,15702933,Woodhouse,637,Germany,Female,35,1,146393.2202131195,4,0,0,119096.00182365747,0
800,1664,15714033,Chidimma,558,France,Female,19,2,98143.28644241329,2,1,1,195453.92405153808,0
801,7964,15585852,Milanesi,740,Germany,Female,36,7,1052.3547202807829,2,1,1,188114.95828837808,0
802,2994,15778950,Bray,482,France,Female,48,3,743.9514125132016,3,0,1,68788.34329090602,0
803,3052,15583929,Iroawuchi,596,Germany,Female,32,1,101584.65269638249,2,1,1,184965.61652659113,0
804,5244,15633634,Giordano,457,Spain,Female,43,3,117190.57346544527,2,1,0,181459.2496356328,1
805,9912,15656921,Cartwright,644,France,Female,33,6,121829.12285038966,3,0,1,143252.57214610084,0
806,3197,15620528,Dickinson,635,Germany,Male,62,10,130701.72523388431,2,0,1,13898.537352695319,1
807,2232,15766957,Lamb,804,France,Female,51,5,119311.35935162443,2,0,1,64529.99924707895,0
808,9689,15807280,Yip,594,Germany,Female,24,3,103983.20001010512,1,1,1,186731.0081446631,0
809,7397,15810933,Ku,674,France,Female,36,1,-1106.6653408856403,2,0,1,33465.29718402928,0
810,6842,15807084,Wright,590,Germany,Female,26,3,129450.24481804484,2,1,1,37365.77032700881,1
811,9050,15779517,Murray,672,France,Male,24,6,93298.23517565045,2,0,0,93278.07205249189,0
812,4797,15623751,Trentini,751,Germany,Male,39,10,93966.95752394371,2,1,1,45653.502664866,1
813,4494,15718854,Poole,566,France,Female,22,2,79727.98688280326,1,0,1,21369.777068792893,1
814,5009,15737654,Chialuka,764,Germany,Male,42,8,104209.66801029061,1,0,1,24535.44872763734,0
815,8686,15695193,Ifeatu,618,France,Female,38,9,103299.44691430982,2,0,1,17867.427903174423,0
816,3201,15778577,Hingston,753,Germany,Male,39,3,93362.48440057693,3,1,1,157764.9415895973,1
817,4048,15799694,Rizzo,635,Spain,Male,39,9,1302.1773762295888,3,1,0,12610.65221817165,0
818,2261,15792958,Parkes,798,Germany,Female,39,3,123517.84338081398,3,1,1,61355.02209397293,0
819,6048,15588099,Chin,574,Germany,Male,30,5,147789.41897192225,3,0,1,107269.83915886912,0
820,6771,15763068,Ricci,741,Germany,Male,46,7,136621.4884753826,2,1,1,67201.17718909204,0
